locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WG11_00001	tRNA	75				tRNA-His(gtg)
P001_WG11_00002	CDS	426	rpl2_1			ribosomal protein L2
P001_WG11_00003	CDS	315	rpl2_2			ribosomal protein L2
P001_WG11_00004	CDS	282	rpl23			ribosomal protein L23
P001_WG11_00005	tRNA	75				tRNA-Met(cat)
P001_WG11_00006	CDS	6591	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
P001_WG11_00007	tRNA	83				tRNA-Leu(caa)
P001_WG11_00008	CDS	225				hypothetical protein
P001_WG11_00009	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WG11_00010	CDS	849	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WG11_00011	CDS	240				hypothetical protein
P001_WG11_00012	CDS	468	rps7			ribosomal protein S7
P001_WG11_00013	CDS	255				hypothetical protein
P001_WG11_00014	CDS	204				hypothetical protein
P001_WG11_00015	CDS	372				hypothetical protein
P001_WG11_00016	tRNA	72				tRNA-Val(gac)
P001_WG11_00017	rRNA	1487				16S ribosomal RNA
P001_WG11_00018	CDS	258				hypothetical protein
P001_WG11_00019	CDS	216				hypothetical protein
P001_WG11_00020	rRNA	3007				23S ribosomal RNA
P001_WG11_00021	tRNA	74				tRNA-Arg(acg)
P001_WG11_00022	CDS	267				hypothetical protein
P001_WG11_00023	tRNA	74				tRNA-Asn(gtt)
P001_WG11_00024	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WG11_00025	CDS	285				hypothetical protein
P001_WG11_00026	CDS	660	petB			cytochrome b6
P001_WG11_00027	CDS	459	petD			cytochrome b6/f complex subunit IV
P001_WG11_00028	CDS	1014	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P001_WG11_00029	CDS	417	rps11			ribosomal protein S11
P001_WG11_00030	CDS	405	rps8			ribosomal protein S8
P001_WG11_00031	CDS	369	rpl14			ribosomal protein L14
P001_WG11_00032	CDS	360	rpl16			ribosomal protein L16
P001_WG11_00033	CDS	183				hypothetical protein
P001_WG11_00034	CDS	657	rps3			ribosomal protein S3
P001_WG11_00035	CDS	384	rpl22			ribosomal protein L22
P001_WG11_00036	CDS	279	rps19			ribosomal protein S19
P001_WG11_00037	CDS	222				hypothetical protein
P001_WG11_00038	CDS	333	atpH			ATP synthase subunit c
P001_WG11_00039	CDS	744	atpI			ATP synthase CF0 subunit IV
P001_WG11_00040	CDS	711	rps2			ribosomal protein S2
P001_WG11_00041	CDS	4137	rpoC2			RNA polymerase beta'' subunit
P001_WG11_00042	CDS	1635	rpoC1_1			RNA polymerase beta' subunit
P001_WG11_00043	CDS	459	rpoC1_2			RNA polymerase beta' subunit
P001_WG11_00044	CDS	3258	rpoB			RNA polymerase beta subunit
P001_WG11_00045	tRNA	71				tRNA-Cys(gca)
P001_WG11_00046	CDS	156	psbM			Photosystem II reaction center protein M
P001_WG11_00047	tRNA	76				tRNA-Asp(gtc)
