locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WG09_00001	CDS	90				hypothetical protein
P003_WG09_00002	CDS	1062	psbA			photosystem II protein D1
P003_WG09_00003	CDS	1536	matK			maturase K
P003_WG09_00004	CDS	195				hypothetical protein
P003_WG09_00005	tRNA	72				tRNA-Gln(ttg)
P003_WG09_00006	CDS	357	psbK			Photosystem II reaction center protein K
P003_WG09_00007	tRNA	89				tRNA-Ser(gct)
P003_WG09_00008	CDS	279				hypothetical protein
P003_WG09_00009	CDS	1062	psbD			photosystem II protein D2
P003_WG09_00010	CDS	1422	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WG09_00011	tRNA	88				tRNA-Ser(tga)
P003_WG09_00012	CDS	120				hypothetical protein
P003_WG09_00013	CDS	213	psbZ			photosystem II protein Z
P003_WG09_00014	CDS	168				hypothetical protein
P003_WG09_00015	tRNA	72				tRNA-Gly(gcc)
P003_WG09_00016	tRNA	76				tRNA-Met(cat)
P003_WG09_00017	CDS	156				hypothetical protein
P003_WG09_00018	CDS	207				hypothetical protein
P003_WG09_00019	tRNA	74				tRNA-Thr(ggt)
P003_WG09_00020	tRNA	75				tRNA-Glu(ttc)
P003_WG09_00021	tRNA	86				tRNA-Tyr(gta)
P003_WG09_00022	tRNA	74				tRNA-Asp(gtc)
P003_WG09_00023	CDS	225				hypothetical protein
P003_WG09_00024	tRNA	71				tRNA-Cys(gca)
P003_WG09_00025	CDS	3207	rpoB			RNA polymerase beta subunit
P003_WG09_00026	CDS	2031	rpoC1			RNA polymerase beta' subunit
P003_WG09_00027	CDS	4422	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P003_WG09_00028	CDS	711	rps2			ribosomal protein S2
P003_WG09_00029	CDS	861	atpI			ATP synthase CF0 subunit IV
P003_WG09_00030	CDS	168				hypothetical protein
P003_WG09_00031	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WG09_00032	CDS	120				hypothetical protein
P003_WG09_00033	CDS	222	atpF_1			ATP synthase subunit b
P003_WG09_00034	CDS	264				hypothetical protein
P003_WG09_00035	CDS	156				hypothetical protein
P003_WG09_00036	CDS	372	atpF_2			ATP synthase CF0 subunit I
P003_WG09_00037	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P003_WG09_00038	tRNA	72				tRNA-Arg(tct)
P003_WG09_00039	CDS	312	rps14			ribosomal protein S14
P003_WG09_00040	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WG09_00041	CDS	2253	psaA			photosystem I P700 apoprotein A1
P003_WG09_00042	CDS	147				hypothetical protein
P003_WG09_00043	CDS	249	ycf3			hypothetical chloroplast RF34
P003_WG09_00044	CDS	249				hypothetical protein
P003_WG09_00045	tRNA	87				tRNA-Ser(gga)
P003_WG09_00046	CDS	606	rps4			ribosomal protein S4
P003_WG09_00047	tRNA	75				tRNA-Thr(tgt)
P003_WG09_00048	CDS	195				hypothetical protein
P003_WG09_00049	tRNA	73				tRNA-Phe(gaa)
P003_WG09_00050	CDS	555	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P003_WG09_00051	CDS	759	ndhK			NADH-plastoquinone oxidoreductase subunit K
