locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WG04_00001	tRNA	76				tRNA-Pro(tgg)
P002_WG04_00002	tRNA	74				tRNA-Trp(cca)
P002_WG04_00003	CDS	207	psbC_1			photosystem II CP43 chlorophyll apoprotein
P002_WG04_00004	CDS	162				hypothetical protein
P002_WG04_00005	tRNA	72				tRNA-Val(gac)
P002_WG04_00006	rRNA	1487				16S ribosomal RNA
P002_WG04_00007	CDS	216				hypothetical protein
P002_WG04_00008	CDS	105				hypothetical protein
P002_WG04_00009	CDS	249				hypothetical protein
P002_WG04_00010	rRNA	3010				23S ribosomal RNA
P002_WG04_00011	tRNA	75				tRNA-Arg(acg)
P002_WG04_00012	tRNA	74				tRNA-Asn(gtt)
P002_WG04_00013	CDS	225				hypothetical protein
P002_WG04_00014	CDS	468	rps7			ribosomal protein S7
P002_WG04_00015	CDS	795	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WG04_00016	CDS	783	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WG04_00017	tRNA	83				tRNA-Leu(caa)
P002_WG04_00018	CDS	330				hypothetical protein
P002_WG04_00019	CDS	6828				hypothetical protein
P002_WG04_00020	tRNA	75				tRNA-Met(cat)
P002_WG04_00021	CDS	282	rpl23			ribosomal protein L23
P002_WG04_00022	CDS	402	rpl2_1			ribosomal protein L2
P002_WG04_00023	CDS	498	rpl2_2			ribosomal protein L2
P002_WG04_00024	CDS	4509				hypothetical protein
P002_WG04_00025	CDS	273	rps15			ribosomal protein S15
P002_WG04_00026	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P002_WG04_00027	CDS	567	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WG04_00028	CDS	426				hypothetical protein
P002_WG04_00029	CDS	471	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WG04_00030	CDS	495	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WG04_00031	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WG04_00032	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WG04_00033	CDS	246	psaC			photosystem I subunit VII
P002_WG04_00034	CDS	1503	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WG04_00035	CDS	966	ccsA			cytochrome c heme attachment protein
P002_WG04_00036	tRNA	80				tRNA-Leu(tag)
