locus_tag	ftype	length_bp	gene	EC_number	COG	product
P004_WD01_00001	CDS	273	rps15			ribosomal protein S15
P004_WD01_00002	tRNA	74				tRNA-Asn(gtt)
P004_WD01_00003	tRNA	75				tRNA-Arg(acg)
P004_WD01_00004	rRNA	3076				23S ribosomal RNA
P004_WD01_00005	CDS	216				hypothetical protein
P004_WD01_00006	CDS	237				hypothetical protein
P004_WD01_00007	CDS	195				hypothetical protein
P004_WD01_00008	CDS	225				hypothetical protein
P004_WD01_00009	rRNA	1487				16S ribosomal RNA
P004_WD01_00010	tRNA	72				tRNA-Val(gac)
P004_WD01_00011	CDS	159				hypothetical protein
P004_WD01_00012	CDS	471	rps7			ribosomal protein S7
P004_WD01_00013	CDS	849	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P004_WD01_00014	CDS	615	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P004_WD01_00015	tRNA	83				tRNA-Leu(caa)
P004_WD01_00016	CDS	396				hypothetical protein
P004_WD01_00017	CDS	849				hypothetical protein
P004_WD01_00018	tRNA	75				tRNA-Met(cat)
P004_WD01_00019	CDS	282	rpl23			ribosomal protein L23
P004_WD01_00020	CDS	339	rpl2_1			ribosomal protein L2
P004_WD01_00021	CDS	498	rpl2_2			ribosomal protein L2
P004_WD01_00022	tRNA	75				tRNA-His(gtg)
P004_WD01_00023	CDS	282	rps19_1			ribosomal protein S19
P004_WD01_00024	CDS	1152	ndhH_1			NADH-plastoquinone oxidoreductase subunit 7
P004_WD01_00025	CDS	564	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P004_WD01_00026	CDS	426	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P004_WD01_00027	CDS	543	ndhI			NADH-plastoquinone oxidoreductase subunit I
P004_WD01_00028	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P004_WD01_00029	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P004_WD01_00030	CDS	246	psaC			photosystem I subunit VII
P004_WD01_00031	CDS	1503	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P004_WD01_00032	CDS	960	ccsA			cytochrome c heme attachment protein
P004_WD01_00033	tRNA	80				tRNA-Leu(tag)
P004_WD01_00034	CDS	120				hypothetical protein
P004_WD01_00035	CDS	192	rpl32			ribosomal protein L32
P004_WD01_00036	CDS	2220	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P004_WD01_00037	CDS	171	ndhH_2			NADH-plastoquinone oxidoreductase subunit 7
P004_WD01_00038	CDS	1062	psbA			photosystem II protein D1
P004_WD01_00039	CDS	1536	matK			maturase K
P004_WD01_00040	CDS	168				hypothetical protein
P004_WD01_00041	tRNA	72				tRNA-Gln(ttg)
P004_WD01_00042	CDS	300	psbK			Photosystem II reaction center protein K
P004_WD01_00043	CDS	180				hypothetical protein
P004_WD01_00044	tRNA	89				tRNA-Ser(gct)
P004_WD01_00045	CDS	291				hypothetical protein
P004_WD01_00046	CDS	171				hypothetical protein
P004_WD01_00047	CDS	1062	psbD			photosystem II protein D2
P004_WD01_00048	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P004_WD01_00049	tRNA	88				tRNA-Ser(tga)
P004_WD01_00050	CDS	171				hypothetical protein
P004_WD01_00051	CDS	213	psbZ			photosystem II protein Z
P004_WD01_00052	tRNA	72				tRNA-Gly(gcc)
P004_WD01_00053	tRNA	76				tRNA-Met(cat)
P004_WD01_00054	tRNA	74				tRNA-Thr(ggt)
P004_WD01_00055	tRNA	75				tRNA-Glu(ttc)
P004_WD01_00056	tRNA	86				tRNA-Tyr(gta)
P004_WD01_00057	tRNA	74				tRNA-Asp(gtc)
P004_WD01_00058	CDS	90	petN			cytochrome b6/f complex subunit VII
P004_WD01_00059	CDS	258				hypothetical protein
P004_WD01_00060	tRNA	71				tRNA-Cys(gca)
P004_WD01_00061	CDS	3231	rpoB			RNA polymerase beta subunit
P004_WD01_00062	CDS	2031	rpoC1			RNA polymerase beta' subunit
