locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WD01_00001	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WD01_00002	CDS	177	rps14			ribosomal protein S14
P001_WD01_00003	CDS	114				hypothetical protein
P001_WD01_00004	tRNA	72				tRNA-Arg(tct)
P001_WD01_00005	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P001_WD01_00006	CDS	372	atpF_1			ATP synthase CF0 subunit I
P001_WD01_00007	CDS	189				hypothetical protein
P001_WD01_00008	CDS	222				hypothetical protein
P001_WD01_00009	CDS	171	atpF_2			ATP synthase CF0 subunit I
P001_WD01_00010	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WD01_00011	CDS	168				hypothetical protein
P001_WD01_00012	CDS	861	atpI			ATP synthase CF0 subunit IV
P001_WD01_00013	CDS	711	rps2			ribosomal protein S2
P001_WD01_00014	CDS	4461	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P001_WD01_00015	CDS	2031	rpoC1			RNA polymerase beta' subunit
P001_WD01_00016	CDS	3231	rpoB			RNA polymerase beta subunit
P001_WD01_00017	tRNA	71				tRNA-Cys(gca)
P001_WD01_00018	CDS	243				hypothetical protein
P001_WD01_00019	CDS	156				hypothetical protein
P001_WD01_00020	tRNA	74				tRNA-Asp(gtc)
P001_WD01_00021	tRNA	86				tRNA-Tyr(gta)
P001_WD01_00022	tRNA	75				tRNA-Glu(ttc)
P001_WD01_00023	tRNA	74				tRNA-Thr(ggt)
P001_WD01_00024	CDS	186				hypothetical protein
P001_WD01_00025	CDS	150				hypothetical protein
P001_WD01_00026	CDS	258				hypothetical protein
P001_WD01_00027	CDS	345				hypothetical protein
P001_WD01_00028	tRNA	76				tRNA-Met(cat)
P001_WD01_00029	tRNA	72				tRNA-Gly(gcc)
P001_WD01_00030	CDS	168				hypothetical protein
P001_WD01_00031	CDS	189	psbZ			photosystem II protein Z
P001_WD01_00032	tRNA	88				tRNA-Ser(tga)
P001_WD01_00033	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WD01_00034	CDS	1062	psbD			photosystem II protein D2
P001_WD01_00035	CDS	285				hypothetical protein
P001_WD01_00036	tRNA	89				tRNA-Ser(gct)
