locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WG05_00001	CDS	582				hypothetical protein
P002_WG05_00002	CDS	168				hypothetical protein
P002_WG05_00003	CDS	177				hypothetical protein
P002_WG05_00004	tRNA	76				tRNA-Met(cat)
P002_WG05_00005	CDS	273	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
P002_WG05_00006	CDS	615	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WG05_00007	CDS	120				hypothetical protein
P002_WG05_00008	CDS	849	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WG05_00009	CDS	471	rps7			ribosomal protein S7
P002_WG05_00010	CDS	159				hypothetical protein
P002_WG05_00011	CDS	339				hypothetical protein
P002_WG05_00012	tRNA	72				tRNA-Val(gac)
P002_WG05_00013	rRNA	1487				16S ribosomal RNA
P002_WG05_00014	CDS	435				hypothetical protein
P002_WG05_00015	CDS	237				hypothetical protein
P002_WG05_00016	rRNA	3076				23S ribosomal RNA
P002_WG05_00017	tRNA	75				tRNA-Arg(acg)
P002_WG05_00018	tRNA	74				tRNA-Asn(gtt)
P002_WG05_00019	CDS	114				hypothetical protein
P002_WG05_00020	CDS	237	rps15			ribosomal protein S15
P002_WG05_00021	CDS	126				hypothetical protein
P002_WG05_00022	CDS	111	psaI			photosystem I subunit VIII
P002_WG05_00023	CDS	558	ycf4			photosystem I assembly protein Ycf4
P002_WG05_00024	CDS	693	cemA			envelope membrane protein
P002_WG05_00025	CDS	969	petA			cytochrome f
P002_WG05_00026	CDS	237				hypothetical protein
P002_WG05_00027	CDS	117	psbL			photosystem II protein L
P002_WG05_00028	CDS	153	psbF			Cytochrome b559 subunit beta
P002_WG05_00029	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WG05_00030	tRNA	74				tRNA-Trp(cca)
P002_WG05_00031	tRNA	76				tRNA-Pro(tgg)
P002_WG05_00032	CDS	510				hypothetical protein
P002_WG05_00033	CDS	360	rpl20			ribosomal protein L20
P002_WG05_00034	CDS	651	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P002_WG05_00035	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WG05_00036	CDS	117	psbT			photosystem II protein T
P002_WG05_00037	CDS	219				hypothetical protein
P002_WG05_00038	CDS	120				hypothetical protein
P002_WG05_00039	CDS	723	petB			cytochrome b6
P002_WG05_00040	CDS	525	petD			cytochrome b6/f complex subunit IV
P002_WG05_00041	CDS	1020	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P002_WG05_00042	CDS	432	rps11			ribosomal protein S11
P002_WG05_00043	CDS	324	infA			Translation initiation factor IF-1
P002_WG05_00044	CDS	411	rps8			ribosomal protein S8
P002_WG05_00045	CDS	372	rpl14			ribosomal protein L14
P002_WG05_00046	CDS	363	rpl16			ribosomal protein L16
P002_WG05_00047	CDS	162				hypothetical protein
P002_WG05_00048	CDS	720	rps3			ribosomal protein S3
P002_WG05_00049	CDS	450				hypothetical protein
P002_WG05_00050	CDS	156	ndhH_1			NADH-plastoquinone oxidoreductase subunit 7
P002_WG05_00051	CDS	171				hypothetical protein
P002_WG05_00052	CDS	2220	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WG05_00053	CDS	165				hypothetical protein
P002_WG05_00054	tRNA	80				tRNA-Leu(tag)
P002_WG05_00055	CDS	960	ccsA			cytochrome c heme attachment protein
P002_WG05_00056	CDS	1503	ndhD_1			NADH-plastoquinone oxidoreductase subunit 4
P002_WG05_00057	CDS	246	psaC			photosystem I subunit VII
P002_WG05_00058	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WG05_00059	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WG05_00060	CDS	534	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WG05_00061	CDS	426	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WG05_00062	CDS	564	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WG05_00063	CDS	1140	ndhH_2			NADH-plastoquinone oxidoreductase subunit 7
P002_WG05_00064	CDS	282	rps19			ribosomal protein S19
P002_WG05_00065	tRNA	75				tRNA-His(gtg)
P002_WG05_00066	CDS	498	rpl2_1			ribosomal protein L2
P002_WG05_00067	CDS	339	rpl2_2			ribosomal protein L2
P002_WG05_00068	CDS	240				hypothetical protein
P002_WG05_00069	CDS	120				hypothetical protein
P002_WG05_00070	CDS	1443	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WG05_00071	CDS	1575	atpB			ATP synthase CF1 beta subunit
P002_WG05_00072	CDS	414	atpE			ATP synthase CF1 epsilon subunit
P002_WG05_00073	tRNA	75				tRNA-Met(cat)
P002_WG05_00074	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WG05_00075	CDS	762	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WG05_00076	CDS	516	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WG05_00077	CDS	171				hypothetical protein
P002_WG05_00078	tRNA	73				tRNA-Phe(gaa)
P002_WG05_00079	CDS	165				hypothetical protein
