locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WG08_00001	CDS	216				hypothetical protein
P001_WG08_00002	tRNA	74				tRNA-Asn(gtt)
P001_WG08_00003	CDS	135				hypothetical protein
P001_WG08_00004	tRNA	75				tRNA-Arg(acg)
P001_WG08_00005	rRNA	3011				23S ribosomal RNA
P001_WG08_00006	CDS	249				hypothetical protein
P001_WG08_00007	CDS	216				hypothetical protein
P001_WG08_00008	CDS	204				hypothetical protein
P001_WG08_00009	CDS	276				hypothetical protein
P001_WG08_00010	rRNA	1487				16S ribosomal RNA
P001_WG08_00011	tRNA	73				tRNA-Val(gac)
P001_WG08_00012	CDS	267				hypothetical protein
P001_WG08_00013	CDS	120				hypothetical protein
P001_WG08_00014	CDS	468	rps7			ribosomal protein S7
P001_WG08_00015	CDS	795	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WG08_00016	CDS	111				hypothetical protein
P001_WG08_00017	CDS	783	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WG08_00018	CDS	192				hypothetical protein
P001_WG08_00019	tRNA	83				tRNA-Leu(caa)
P001_WG08_00020	CDS	294				hypothetical protein
P001_WG08_00021	CDS	6372				hypothetical protein
P001_WG08_00022	tRNA	75				tRNA-Met(cat)
P001_WG08_00023	CDS	282	rpl23			ribosomal protein L23
P001_WG08_00024	CDS	402	rpl2_1			ribosomal protein L2
P001_WG08_00025	CDS	429	rpl2_2			ribosomal protein L2
P001_WG08_00026	CDS	279	rps19			ribosomal protein S19
P001_WG08_00027	CDS	468	rpl22			ribosomal protein L22
P001_WG08_00028	CDS	657	rps3			ribosomal protein S3
P001_WG08_00029	CDS	360	rpl16			ribosomal protein L16
P001_WG08_00030	CDS	453	rpl14			ribosomal protein L14
P001_WG08_00031	CDS	405	rps8			ribosomal protein S8
P001_WG08_00032	CDS	234	infA			translational initiation factor 1
P001_WG08_00033	CDS	114	rpl36			ribosomal protein L36
P001_WG08_00034	CDS	411	rps11			ribosomal protein S11
P001_WG08_00035	CDS	1008	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P001_WG08_00036	CDS	525	petD			cytochrome b6/f complex subunit IV
P001_WG08_00037	CDS	489	petB			cytochrome b6
P001_WG08_00038	CDS	165				hypothetical protein
P001_WG08_00039	CDS	240	psbH			photosystem II phosphoprotein
P001_WG08_00040	CDS	132	psbN			photosystem II protein N
P001_WG08_00041	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WG08_00042	CDS	315	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WG08_00043	CDS	222	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WG08_00044	CDS	381	rpl20			ribosomal protein L20
P001_WG08_00045	CDS	306	rps18			ribosomal protein S18
P001_WG08_00046	CDS	135	psaJ			photosystem I subunit IX
