locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WG12_00001	CDS	381				hypothetical protein
P002_WG12_00002	CDS	249				hypothetical protein
P002_WG12_00003	CDS	375				hypothetical protein
P002_WG12_00004	CDS	234				hypothetical protein
P002_WG12_00005	CDS	144				hypothetical protein
P002_WG12_00006	CDS	123	psbJ			photosystem II protein J
P002_WG12_00007	CDS	117	psbL			photosystem II protein L
P002_WG12_00008	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P002_WG12_00009	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WG12_00010	CDS	252	petG			Cytochrome b6-f complex subunit 5
P002_WG12_00011	tRNA	74				tRNA-Trp(cca)
P002_WG12_00012	tRNA	76				tRNA-Pro(tgg)
P002_WG12_00013	CDS	135	psaJ			photosystem I subunit IX
P002_WG12_00014	CDS	207	rpl33			ribosomal protein L33
P002_WG12_00015	CDS	321	rps18			ribosomal protein S18
P002_WG12_00016	CDS	354	rpl20			ribosomal protein L20
P002_WG12_00017	CDS	252				hypothetical protein
P002_WG12_00018	CDS	138				hypothetical protein
P002_WG12_00019	tRNA	71				tRNA-Cys(gca)
P002_WG12_00020	CDS	105				hypothetical protein
P002_WG12_00021	tRNA	77				tRNA-Asp(gtc)
P002_WG12_00022	tRNA	86				tRNA-Tyr(gta)
P002_WG12_00023	tRNA	75				tRNA-Glu(ttc)
P002_WG12_00024	CDS	336				hypothetical protein
P002_WG12_00025	CDS	528	rps3_1			ribosomal protein S3
P002_WG12_00026	CDS	207	rpl22_1			ribosomal protein L22
P002_WG12_00027	tRNA	74				tRNA-Asn(gtt)
P002_WG12_00028	tRNA	74				tRNA-Arg(acg)
P002_WG12_00029	rRNA	2572				23S ribosomal RNA (partial)
P002_WG12_00030	CDS	321				hypothetical protein
P002_WG12_00031	CDS	258				hypothetical protein
P002_WG12_00032	CDS	387	rpl16			ribosomal protein L16
P002_WG12_00033	CDS	396	rpl14			ribosomal protein L14
P002_WG12_00034	CDS	399	rps8			ribosomal protein S8
P002_WG12_00035	CDS	132				hypothetical protein
