locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WD09_00001	CDS	2319	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WD09_00002	tRNA	81				tRNA-Leu(tag)
P002_WD09_00003	CDS	1023	ccsA			cytochrome c heme attachment protein
P002_WD09_00004	CDS	1521	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WD09_00005	CDS	246	psaC			photosystem I subunit VII
P002_WD09_00006	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WD09_00007	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WD09_00008	CDS	504	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WD09_00009	CDS	258	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WD09_00010	CDS	567	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WD09_00011	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P002_WD09_00012	CDS	258	rps15			ribosomal protein S15
P002_WD09_00013	CDS	5385				hypothetical protein
P002_WD09_00014	CDS	246				hypothetical protein
P002_WD09_00015	tRNA	74				tRNA-Asn(gtt)
P002_WD09_00016	tRNA	75				tRNA-Arg(acg)
P002_WD09_00017	rRNA	3010				23S ribosomal RNA
P002_WD09_00018	CDS	105				hypothetical protein
P002_WD09_00019	CDS	150				hypothetical protein
P002_WD09_00020	CDS	627				hypothetical protein
P002_WD09_00021	rRNA	1487				16S ribosomal RNA
P002_WD09_00022	tRNA	72				tRNA-Val(gac)
P002_WD09_00023	CDS	165				hypothetical protein
P002_WD09_00024	CDS	165				hypothetical protein
P002_WD09_00025	CDS	171				hypothetical protein
P002_WD09_00026	CDS	468	rps7			ribosomal protein S7
P002_WD09_00027	CDS	912	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
P002_WD09_00028	CDS	783	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WD09_00029	tRNA	83				tRNA-Leu(caa)
P002_WD09_00030	CDS	252				hypothetical protein
P002_WD09_00031	CDS	6456				hypothetical protein
P002_WD09_00032	tRNA	75				tRNA-Met(cat)
