locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WG07_00001	tRNA	75				tRNA-His(gtg)
P001_WG07_00002	CDS	1062	psbA			photosystem II protein D1
P001_WG07_00003	CDS	1527	matK			maturase K
P001_WG07_00004	tRNA	72				tRNA-Gln(ttg)
P001_WG07_00005	CDS	189	psbK			photosystem II protein K
P001_WG07_00006	tRNA	89				tRNA-Ser(gct)
P001_WG07_00007	CDS	162				hypothetical protein
P001_WG07_00008	tRNA	72				tRNA-Arg(tct)
P001_WG07_00009	CDS	1566	atpA			ATP synthase CF1 alpha subunit
P001_WG07_00010	CDS	369	atpF			ATP synthase CF0 subunit I
P001_WG07_00011	CDS	285				hypothetical protein
P001_WG07_00012	CDS	246	atpH			ATP synthase CF0 subunit III
P001_WG07_00013	CDS	780	atpI			ATP synthase CF0 subunit IV
P001_WG07_00014	CDS	711	rps2			ribosomal protein S2
P001_WG07_00015	CDS	4053	rpoC2			RNA polymerase beta'' subunit
P001_WG07_00016	CDS	1677	rpoC1_1			RNA polymerase beta' subunit
P001_WG07_00017	CDS	438	rpoC1_2			RNA polymerase beta' subunit
P001_WG07_00018	CDS	3213	rpoB			RNA polymerase beta subunit
P001_WG07_00019	tRNA	71				tRNA-Cys(gca)
P001_WG07_00020	CDS	219				hypothetical protein
P001_WG07_00021	tRNA	74				tRNA-Asp(gtc)
P001_WG07_00022	tRNA	86				tRNA-Tyr(gta)
P001_WG07_00023	tRNA	73				tRNA-Glu(ttc)
P001_WG07_00024	CDS	141				hypothetical protein
P001_WG07_00025	tRNA	74				tRNA-Thr(ggt)
P001_WG07_00026	CDS	183				hypothetical protein
P001_WG07_00027	CDS	1062	psbD			photosystem II protein D2
P001_WG07_00028	CDS	1179	psbC_1			photosystem II CP43 chlorophyll apoprotein
P001_WG07_00029	CDS	150				hypothetical protein
P001_WG07_00030	CDS	213				hypothetical protein
P001_WG07_00031	CDS	468	rps7			ribosomal protein S7
P001_WG07_00032	CDS	120				hypothetical protein
P001_WG07_00033	CDS	234				hypothetical protein
P001_WG07_00034	rRNA	1023				23S ribosomal RNA (partial)
P001_WG07_00035	CDS	240				hypothetical protein
P001_WG07_00036	CDS	105				hypothetical protein
P001_WG07_00037	CDS	153				hypothetical protein
P001_WG07_00038	rRNA	1488				16S ribosomal RNA
P001_WG07_00039	tRNA	72				tRNA-Val(gac)
P001_WG07_00040	CDS	783	ndhB			NADH-plastoquinone oxidoreductase subunit 2
P001_WG07_00041	CDS	180				hypothetical protein
P001_WG07_00042	tRNA	83				tRNA-Leu(caa)
P001_WG07_00043	CDS	219				hypothetical protein
