locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WG06_00001	CDS	465	rpl2_1			ribosomal protein L2
P003_WG06_00002	CDS	402	rpl2_2			ribosomal protein L2
P003_WG06_00003	CDS	282	rpl23			ribosomal protein L23
P003_WG06_00004	tRNA	75				tRNA-Met(cat)
P003_WG06_00005	CDS	6843				hypothetical protein
P003_WG06_00006	tRNA	83				tRNA-Leu(caa)
P003_WG06_00007	CDS	159				hypothetical protein
P003_WG06_00008	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WG06_00009	CDS	372	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
P003_WG06_00010	CDS	315	ndhB_3			NADH-plastoquinone oxidoreductase subunit 2
P003_WG06_00011	CDS	468	rps7			ribosomal protein S7
P003_WG06_00012	CDS	297				hypothetical protein
P003_WG06_00013	tRNA	72				tRNA-Val(gac)
P003_WG06_00014	rRNA	1487				16S ribosomal RNA
P003_WG06_00015	CDS	216				hypothetical protein
P003_WG06_00016	CDS	90				hypothetical protein
P003_WG06_00017	rRNA	3024				23S ribosomal RNA
P003_WG06_00018	tRNA	75				tRNA-Arg(acg)
P003_WG06_00019	CDS	264				hypothetical protein
P003_WG06_00020	tRNA	74				tRNA-Asn(gtt)
P003_WG06_00021	CDS	1188				hypothetical protein
P003_WG06_00022	CDS	180				hypothetical protein
P003_WG06_00023	CDS	291				hypothetical protein
P003_WG06_00024	CDS	2253	psaA			photosystem I P700 apoprotein A1
P003_WG06_00025	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WG06_00026	CDS	303	rps14			ribosomal protein S14
P003_WG06_00027	tRNA	74				tRNA-Met(cat)
P003_WG06_00028	tRNA	72				tRNA-Gly(gcc)
P003_WG06_00029	CDS	189	psbZ			photosystem II protein Z
P003_WG06_00030	tRNA	93				tRNA-Ser(tga)
P003_WG06_00031	CDS	363	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P003_WG06_00032	tRNA	80				tRNA-Leu(tag)
P003_WG06_00033	CDS	870	ccsA			cytochrome c heme attachment protein
P003_WG06_00034	CDS	546	ndhD_1	7.1.1.-		NAD(P)H-quinone oxidoreductase chain 4
P003_WG06_00035	CDS	474	ndhD_2			NADH-plastoquinone oxidoreductase subunit 4
P003_WG06_00036	CDS	246	psaC			photosystem I subunit VII
P003_WG06_00037	CDS	204	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P003_WG06_00038	CDS	510	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P003_WG06_00039	CDS	192	ndhH_1			NADH-plastoquinone oxidoreductase subunit 7
P003_WG06_00040	CDS	159	ndhH_2			NADH-plastoquinone oxidoreductase subunit 7
P003_WG06_00041	CDS	288	ndhH_3	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit H, chloroplastic
P003_WG06_00042	CDS	273	rps15			ribosomal protein S15
P003_WG06_00043	CDS	249				hypothetical protein
P003_WG06_00044	CDS	546				hypothetical protein
P003_WG06_00045	tRNA	74				tRNA-Thr(ggt)
P003_WG06_00046	CDS	141				hypothetical protein
P003_WG06_00047	tRNA	73				tRNA-Glu(ttc)
P003_WG06_00048	tRNA	86				tRNA-Tyr(gta)
P003_WG06_00049	tRNA	77				tRNA-Asp(gtc)
P003_WG06_00050	CDS	180				hypothetical protein
P003_WG06_00051	tRNA	71				tRNA-Cys(gca)
P003_WG06_00052	CDS	3213	rpoB			RNA polymerase beta subunit
P003_WG06_00053	CDS	438	rpoC1_1			RNA polymerase beta' subunit
P003_WG06_00054	CDS	249				hypothetical protein
P003_WG06_00055	CDS	1572	rpoC1_2			RNA polymerase beta' subunit
P003_WG06_00056	CDS	4155	rpoC2			RNA polymerase beta'' subunit
P003_WG06_00057	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P003_WG06_00058	CDS	390	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P003_WG06_00059	CDS	222	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P003_WG06_00060	CDS	387	rplT		COG0292	50S ribosomal protein L20
