locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WG10_00001	CDS	825	rpl2			ribosomal protein L2
P002_WG10_00002	CDS	282	rpl23			ribosomal protein L23
P002_WG10_00003	tRNA	75				tRNA-Met(cat)
P002_WG10_00004	CDS	6702				hypothetical protein
P002_WG10_00005	tRNA	83				tRNA-Leu(caa)
P002_WG10_00006	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WG10_00007	CDS	795	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WG10_00008	CDS	468	rps7			ribosomal protein S7
P002_WG10_00009	CDS	192				hypothetical protein
P002_WG10_00010	CDS	165				hypothetical protein
P002_WG10_00011	tRNA	74				tRNA-Val(gac)
P002_WG10_00012	rRNA	1487				16S ribosomal RNA
P002_WG10_00013	CDS	243				hypothetical protein
P002_WG10_00014	CDS	213				hypothetical protein
P002_WG10_00015	rRNA	3011				23S ribosomal RNA
P002_WG10_00016	tRNA	75				tRNA-Arg(acg)
P002_WG10_00017	tRNA	74				tRNA-Asn(gtt)
P002_WG10_00018	CDS	216				hypothetical protein
P002_WG10_00019	CDS	279	rps19			ribosomal protein S19
P002_WG10_00020	CDS	366	rpl22			ribosomal protein L22
P002_WG10_00021	CDS	654	rps3			ribosomal protein S3
P002_WG10_00022	CDS	294				hypothetical protein
P002_WG10_00023	CDS	357	rpl16			ribosomal protein L16
P002_WG10_00024	CDS	369	rpl14			ribosomal protein L14
P002_WG10_00025	CDS	405	rps8			ribosomal protein S8
P002_WG10_00026	CDS	234	infA			translational initiation factor 1
P002_WG10_00027	CDS	417	rps11			ribosomal protein S11
P002_WG10_00028	CDS	1020	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P002_WG10_00029	CDS	546	petD			cytochrome b6/f complex subunit IV
P002_WG10_00030	CDS	183				hypothetical protein
P002_WG10_00031	CDS	516	petB			cytochrome b6
P002_WG10_00032	CDS	204				hypothetical protein
P002_WG10_00033	CDS	222	psbH			photosystem II phosphoprotein
P002_WG10_00034	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WG10_00035	CDS	207				hypothetical protein
P002_WG10_00036	CDS	282	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WG10_00037	CDS	222	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P002_WG10_00038	CDS	216				hypothetical protein
P002_WG10_00039	CDS	354	rpl20			ribosomal protein L20
P002_WG10_00040	CDS	309	rps18			ribosomal protein S18
P002_WG10_00041	CDS	135	psaJ			photosystem I subunit IX
P002_WG10_00042	tRNA	76				tRNA-Pro(tgg)
P002_WG10_00043	tRNA	74				tRNA-Trp(cca)
P002_WG10_00044	CDS	114	petG			cytochrome b6/f complex subunit V
P002_WG10_00045	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WG10_00046	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P002_WG10_00047	CDS	123	psbJ			photosystem II protein J
P002_WG10_00048	CDS	963	petA			cytochrome f
P002_WG10_00049	CDS	705	cemA			envelope membrane protein
P002_WG10_00050	CDS	555	ycf4			photosystem I assembly protein Ycf4
P002_WG10_00051	CDS	1464	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WG10_00052	CDS	189				hypothetical protein
P002_WG10_00053	CDS	1449	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WG10_00054	CDS	1629	atpB			ATP synthase CF1 beta subunit
P002_WG10_00055	CDS	423	atpE			ATP synthase CF1 epsilon subunit
P002_WG10_00056	tRNA	73				tRNA-Met(cat)
P002_WG10_00057	CDS	330				hypothetical protein
P002_WG10_00058	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WG10_00059	CDS	747	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WG10_00060	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WG10_00061	tRNA	75				tRNA-Phe(gaa)
P002_WG10_00062	tRNA	75				tRNA-Thr(tgt)
P002_WG10_00063	CDS	606	rps4			ribosomal protein S4
P002_WG10_00064	tRNA	87				tRNA-Ser(gga)
P002_WG10_00065	CDS	177				hypothetical protein
P002_WG10_00066	CDS	249	ycf3			hypothetical chloroplast RF34
P002_WG10_00067	CDS	2253	psaA			photosystem I P700 apoprotein A1
P002_WG10_00068	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WG10_00069	CDS	180				hypothetical protein
P002_WG10_00070	tRNA	75				tRNA-Met(cat)
P002_WG10_00071	tRNA	72				tRNA-Gly(gcc)
P002_WG10_00072	CDS	189	psbZ			photosystem II protein Z
P002_WG10_00073	tRNA	93				tRNA-Ser(tga)
P002_WG10_00074	CDS	1380	psbC			photosystem II CP43 chlorophyll apoprotein
P002_WG10_00075	CDS	1062	psbD			photosystem II protein D2
P002_WG10_00076	tRNA	74				tRNA-Thr(ggt)
P002_WG10_00077	tRNA	75				tRNA-Glu(ttc)
P002_WG10_00078	tRNA	84				tRNA-Tyr(gta)
P002_WG10_00079	tRNA	77				tRNA-Asp(gtc)
P002_WG10_00080	CDS	210				hypothetical protein
P002_WG10_00081	CDS	90	petN			cytochrome b6/f complex subunit VII
P002_WG10_00082	tRNA	71				tRNA-Cys(gca)
P002_WG10_00083	CDS	3219	rpoB			RNA polymerase beta subunit
P002_WG10_00084	CDS	438	rpoC1_1			RNA polymerase beta' subunit
P002_WG10_00085	CDS	126				hypothetical protein
P002_WG10_00086	CDS	1680	rpoC1_2			RNA polymerase beta' subunit
P002_WG10_00087	CDS	4248	rpoC2			RNA polymerase beta'' subunit
P002_WG10_00088	CDS	675	rps2			ribosomal protein S2
P002_WG10_00089	CDS	744	atpI			ATP synthase CF0 subunit IV
P002_WG10_00090	CDS	246	atpH			ATP synthase CF0 subunit III
P002_WG10_00091	CDS	183				hypothetical protein
P002_WG10_00092	CDS	171	atpF_1			ATP synthase CF0 subunit I
P002_WG10_00093	CDS	375	atpF_2			ATP synthase CF0 subunit I
P002_WG10_00094	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P002_WG10_00095	tRNA	72				tRNA-Arg(tct)
P002_WG10_00096	CDS	300				hypothetical protein
