locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WD04_00001	CDS	2235	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P003_WD04_00002	CDS	186				hypothetical protein
P003_WD04_00003	tRNA	80				tRNA-Leu(tag)
P003_WD04_00004	CDS	972	ccsA			cytochrome c heme attachment protein
P003_WD04_00005	CDS	1512	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P003_WD04_00006	CDS	246	psaC			photosystem I subunit VII
P003_WD04_00007	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P003_WD04_00008	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P003_WD04_00009	CDS	369				hypothetical protein
P003_WD04_00010	CDS	492	ndhI			NADH-plastoquinone oxidoreductase subunit I
P003_WD04_00011	CDS	450	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P003_WD04_00012	CDS	567	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P003_WD04_00013	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P003_WD04_00014	CDS	276	rps15			ribosomal protein S15
P003_WD04_00015	CDS	2457				hypothetical protein
P003_WD04_00016	CDS	2841				hypothetical protein
P003_WD04_00017	CDS	525	petD			cytochrome b6/f complex subunit IV
P003_WD04_00018	CDS	696	petB			cytochrome b6
P003_WD04_00019	CDS	222	psbH			photosystem II phosphoprotein
P003_WD04_00020	CDS	1530	psbB			photosystem II CP47 chlorophyll apoprotein
P003_WD04_00021	CDS	375	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P003_WD04_00022	CDS	222	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P003_WD04_00023	tRNA	89				tRNA-Ser(gga)
P003_WD04_00024	CDS	135	ycf3_1			hypothetical chloroplast RF34
P003_WD04_00025	CDS	249	ycf3_2			hypothetical chloroplast RF34
P003_WD04_00026	CDS	213	ycf3_3			Photosystem I assembly protein Ycf3
P003_WD04_00027	CDS	2301	psaA			photosystem I P700 apoprotein A1
P003_WD04_00028	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WD04_00029	CDS	303	rps14			ribosomal protein S14
P003_WD04_00030	tRNA	75				tRNA-Met(cat)
P003_WD04_00031	tRNA	71				tRNA-Gly(gcc)
P003_WD04_00032	CDS	189	psbZ			photosystem II protein Z
P003_WD04_00033	tRNA	89				tRNA-Ser(tga)
P003_WD04_00034	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WD04_00035	CDS	1062	psbD			photosystem II protein D2
P003_WD04_00036	CDS	228				hypothetical protein
P003_WD04_00037	tRNA	72				tRNA-Thr(ggt)
P003_WD04_00038	tRNA	75				tRNA-Glu(ttc)
P003_WD04_00039	tRNA	86				tRNA-Tyr(gta)
P003_WD04_00040	tRNA	76				tRNA-Asp(gtc)
P003_WD04_00041	CDS	90	petN			cytochrome b6/f complex subunit VII
P003_WD04_00042	tRNA	71				tRNA-Cys(gca)
P003_WD04_00043	CDS	3204	rpoB			RNA polymerase beta subunit
P003_WD04_00044	CDS	438	rpoC1_1			RNA polymerase beta' subunit
P003_WD04_00045	CDS	1683	rpoC1_2			RNA polymerase beta' subunit
P003_WD04_00046	CDS	4104	rpoC2			RNA polymerase beta'' subunit
P003_WD04_00047	CDS	696	rps2			ribosomal protein S2
P003_WD04_00048	CDS	744	atpI			ATP synthase CF0 subunit IV
P003_WD04_00049	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WD04_00050	CDS	207	atpF_1			ATP synthase CF0 subunit I
P003_WD04_00051	CDS	126				hypothetical protein
P003_WD04_00052	CDS	375	atpF_2			ATP synthase CF0 subunit I
P003_WD04_00053	CDS	1533	atpA			ATP synthase CF1 alpha subunit
P003_WD04_00054	tRNA	72				tRNA-Arg(tct)
P003_WD04_00055	tRNA	89				tRNA-Ser(gct)
P003_WD04_00056	CDS	111	psbI			Photosystem II reaction center protein I
P003_WD04_00057	CDS	186	psbK			photosystem II protein K
P003_WD04_00058	tRNA	72				tRNA-Gln(ttg)
P003_WD04_00059	CDS	333	accD_1	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P003_WD04_00060	CDS	1257	accD_2	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P003_WD04_00061	CDS	675	ycf4			photosystem I assembly protein Ycf4
P003_WD04_00062	CDS	690	cemA			envelope membrane protein
P003_WD04_00063	CDS	963	petA			cytochrome f
P003_WD04_00064	CDS	147				hypothetical protein
P003_WD04_00065	CDS	123	psbJ			photosystem II protein J
P003_WD04_00066	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P003_WD04_00067	tRNA	74				tRNA-Asn(gtt)
P003_WD04_00068	tRNA	75				tRNA-Arg(acg)
P003_WD04_00069	rRNA	2984				23S ribosomal RNA
P003_WD04_00070	CDS	105				hypothetical protein
P003_WD04_00071	rRNA	1489				16S ribosomal RNA
P003_WD04_00072	tRNA	72				tRNA-Val(gac)
P003_WD04_00073	CDS	222				hypothetical protein
P003_WD04_00074	CDS	468	rps7			ribosomal protein S7
P003_WD04_00075	CDS	852	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WD04_00076	CDS	777	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WD04_00077	CDS	153				hypothetical protein
P003_WD04_00078	tRNA	83				tRNA-Leu(caa)
P003_WD04_00079	CDS	5943				hypothetical protein
P003_WD04_00080	tRNA	75				tRNA-Met(cat)
P003_WD04_00081	CDS	381				hypothetical protein
P003_WD04_00082	CDS	345				hypothetical protein
P003_WD04_00083	CDS	402	rpl2_1			ribosomal protein L2
P003_WD04_00084	CDS	498	rpl2_2			ribosomal protein L2
P003_WD04_00085	CDS	279	rps19			ribosomal protein S19
P003_WD04_00086	CDS	204				hypothetical protein
P003_WD04_00087	CDS	657	rps3			ribosomal protein S3
P003_WD04_00088	CDS	156				hypothetical protein
P003_WD04_00089	CDS	360	rpl16			ribosomal protein L16
P003_WD04_00090	CDS	369	rpl14			ribosomal protein L14
P003_WD04_00091	CDS	405	rps8			ribosomal protein S8
P003_WD04_00092	CDS	126				hypothetical protein
P003_WD04_00093	CDS	114	rpl36			ribosomal protein L36
P003_WD04_00094	CDS	417	rps11			ribosomal protein S11
P003_WD04_00095	CDS	1008	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P003_WD04_00096	CDS	255	petG			Cytochrome b6-f complex subunit 5
P003_WD04_00097	tRNA	74				tRNA-Trp(cca)
P003_WD04_00098	tRNA	74				tRNA-Pro(tgg)
P003_WD04_00099	CDS	126				hypothetical protein
P003_WD04_00100	CDS	129	psaJ			photosystem I subunit IX
P003_WD04_00101	CDS	201	rpl33			ribosomal protein L33
P003_WD04_00102	CDS	345	rps18			ribosomal protein S18
P003_WD04_00103	CDS	363	rplT		COG0292	50S ribosomal protein L20
P003_WD04_00104	CDS	306				hypothetical protein
P003_WD04_00105	CDS	597	rps4			ribosomal protein S4
P003_WD04_00106	tRNA	75				tRNA-Thr(tgt)
P003_WD04_00107	CDS	150				hypothetical protein
P003_WD04_00108	CDS	99				hypothetical protein
P003_WD04_00109	tRNA	73				tRNA-Phe(gaa)
P003_WD04_00110	CDS	537	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P003_WD04_00111	CDS	684	ndhK			NADH-plastoquinone oxidoreductase subunit K
P003_WD04_00112	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P003_WD04_00113	tRNA	73				tRNA-Met(cat)
P003_WD04_00114	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P003_WD04_00115	CDS	1473	atpB			ATP synthase CF1 beta subunit
P003_WD04_00116	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P003_WD04_00117	CDS	1539	matK			maturase K
P003_WD04_00118	CDS	1062	psbA			photosystem II protein D1
P003_WD04_00119	tRNA	75				tRNA-His(gtg)
