locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WG01_00001	CDS	498	rpl2_1			ribosomal protein L2
P003_WG01_00002	CDS	117				hypothetical protein
P003_WG01_00003	CDS	339	rpl2_2			ribosomal protein L2
P003_WG01_00004	CDS	282	rpl23			ribosomal protein L23
P003_WG01_00005	tRNA	75				tRNA-Met(cat)
P003_WG01_00006	CDS	6429				hypothetical protein
P003_WG01_00007	CDS	282				hypothetical protein
P003_WG01_00008	CDS	264				hypothetical protein
P003_WG01_00009	tRNA	83				tRNA-Leu(caa)
P003_WG01_00010	CDS	150				hypothetical protein
P003_WG01_00011	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WG01_00012	CDS	795	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WG01_00013	CDS	468	rps7			ribosomal protein S7
P003_WG01_00014	CDS	495				hypothetical protein
P003_WG01_00015	CDS	324				hypothetical protein
P003_WG01_00016	tRNA	73				tRNA-Ile(tat)
P003_WG01_00017	tRNA	72				tRNA-Val(gac)
P003_WG01_00018	rRNA	1487				16S ribosomal RNA
P003_WG01_00019	CDS	249				hypothetical protein
P003_WG01_00020	CDS	105				hypothetical protein
P003_WG01_00021	CDS	249				hypothetical protein
P003_WG01_00022	rRNA	3011				23S ribosomal RNA
P003_WG01_00023	tRNA	75				tRNA-Arg(acg)
P003_WG01_00024	tRNA	74				tRNA-Asn(gtt)
P003_WG01_00025	tRNA	75				tRNA-His(gtg)
P003_WG01_00026	CDS	1062	psbA			photosystem II protein D1
P003_WG01_00027	CDS	1530	matK			maturase K
P003_WG01_00028	CDS	144				hypothetical protein
P003_WG01_00029	CDS	168				hypothetical protein
P003_WG01_00030	tRNA	72				tRNA-Gln(ttg)
P003_WG01_00031	CDS	135				hypothetical protein
P003_WG01_00032	CDS	186	psbK			photosystem II protein K
P003_WG01_00033	tRNA	88				tRNA-Ser(gct)
P003_WG01_00034	tRNA	72				tRNA-Arg(tct)
P003_WG01_00035	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P003_WG01_00036	CDS	375	atpF_1			ATP synthase CF0 subunit I
P003_WG01_00037	CDS	171	atpF_2			ATP synthase CF0 subunit I
P003_WG01_00038	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WG01_00039	CDS	195				hypothetical protein
P003_WG01_00040	CDS	744	atpI			ATP synthase CF0 subunit IV
P003_WG01_00041	CDS	711	rps2			ribosomal protein S2
P003_WG01_00042	CDS	4161	rpoC2			RNA polymerase beta'' subunit
P003_WG01_00043	CDS	1422	rpoC1_1			RNA polymerase beta' subunit
P003_WG01_00044	CDS	183				hypothetical protein
P003_WG01_00045	CDS	459	rpoC1_2			RNA polymerase beta' subunit
P003_WG01_00046	CDS	3249	rpoB			RNA polymerase beta subunit
