locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WG12_00001	CDS	162				hypothetical protein
P003_WG12_00002	CDS	510	rps7			ribosomal protein S7
P003_WG12_00003	CDS	264				hypothetical protein
P003_WG12_00004	CDS	468	rpl16			ribosomal protein L16
P003_WG12_00005	CDS	369	rpl14			ribosomal protein L14
P003_WG12_00006	CDS	435	rps8			ribosomal protein S8
P003_WG12_00007	CDS	411	infA			Translation initiation factor IF-1
P003_WG12_00008	CDS	159				hypothetical protein
P003_WG12_00009	CDS	249				hypothetical protein
P003_WG12_00010	CDS	168				hypothetical protein
P003_WG12_00011	tRNA	87				tRNA-Ser(gga)
P003_WG12_00012	CDS	135	ycf3_1			hypothetical chloroplast RF34
P003_WG12_00013	CDS	261				hypothetical protein
P003_WG12_00014	CDS	249	ycf3_2			hypothetical chloroplast RF34
P003_WG12_00015	CDS	369				hypothetical protein
P003_WG12_00016	tRNA	72				tRNA-Arg(tct)
P003_WG12_00017	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P003_WG12_00018	CDS	264	atpF_1			ATP synthase CF0 subunit I
P003_WG12_00019	CDS	222	atpF_2			ATP synthase subunit b
P003_WG12_00020	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WG12_00021	CDS	150				hypothetical protein
P003_WG12_00022	CDS	744	atpI			ATP synthase CF0 subunit IV
P003_WG12_00023	CDS	180				hypothetical protein
P003_WG12_00024	CDS	168				hypothetical protein
P003_WG12_00025	tRNA	75				tRNA-Thr(agt)
P003_WG12_00026	CDS	162				hypothetical protein
P003_WG12_00027	CDS	165				hypothetical protein
P003_WG12_00028	tRNA	73				tRNA-Phe(gaa)
P003_WG12_00029	CDS	492	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P003_WG12_00030	CDS	750	ndhK			NADH-plastoquinone oxidoreductase subunit K
P003_WG12_00031	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P003_WG12_00032	tRNA	75				tRNA-Met(cat)
P003_WG12_00033	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P003_WG12_00034	CDS	1533	atpB			ATP synthase CF1 beta subunit
P003_WG12_00035	CDS	1440	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P003_WG12_00036	tRNA	72				tRNA-Val(gac)
P003_WG12_00037	CDS	237				hypothetical protein
P003_WG12_00038	tRNA	78				tRNA-Met(cat)
P003_WG12_00039	tRNA	72				tRNA-Gly(gcc)
P003_WG12_00040	CDS	189	psbZ			photosystem II protein Z
P003_WG12_00041	tRNA	88				tRNA-Ser(tga)
P003_WG12_00042	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WG12_00043	CDS	1062	psbD			photosystem II protein D2
P003_WG12_00044	tRNA	73				tRNA-Thr(agt)
P003_WG12_00045	CDS	240				hypothetical protein
P003_WG12_00046	tRNA	72				tRNA-Glu(ttc)
P003_WG12_00047	tRNA	84				tRNA-Tyr(gta)
P003_WG12_00048	tRNA	76				tRNA-Asp(gtc)
P003_WG12_00049	CDS	105	psbM			photosystem II protein M
P003_WG12_00050	CDS	90	petN			cytochrome b6/f complex subunit VII
P003_WG12_00051	tRNA	71				tRNA-Cys(gca)
P003_WG12_00052	CDS	279	rps4_1			ribosomal protein S4
P003_WG12_00053	rRNA	1375				16S ribosomal RNA
P003_WG12_00054	CDS	336				hypothetical protein
P003_WG12_00055	CDS	240				hypothetical protein
P003_WG12_00056	CDS	243				hypothetical protein
P003_WG12_00057	rRNA	2689				23S ribosomal RNA
P003_WG12_00058	tRNA	83				tRNA-Leu(caa)
P003_WG12_00059	CDS	282				hypothetical protein
P003_WG12_00060	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WG12_00061	CDS	249				hypothetical protein
P003_WG12_00062	CDS	876	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WG12_00063	CDS	279				hypothetical protein
P003_WG12_00064	tRNA	75				tRNA-Thr(tgt)
P003_WG12_00065	CDS	3135	rpoB			RNA polymerase beta subunit
P003_WG12_00066	CDS	441	rpoC1_1			RNA polymerase beta' subunit
P003_WG12_00067	CDS	1452	rpoC1_2			RNA polymerase beta' subunit
P003_WG12_00068	CDS	5034	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P003_WG12_00069	CDS	738	rps2			ribosomal protein S2
P003_WG12_00070	CDS	240				hypothetical protein
P003_WG12_00071	CDS	852	rps3			ribosomal protein S3
