P001_WA02_00011 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P001_WA03_00100 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA04_00026 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WA05_00030 	Poaceae;Festuca; 	Poaceae;Festuca	Crassulaceae;Sedum; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WA06_00067 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA07_00021 	Asteraceae;Omalotheca; 	Asteraceae;Eclipta	Asteraceae;Gnaphalium; 	Asteraceae;Antennaria; 	Asteraceae;Antennaria; 	Asteraceae;Antennaria;
P001_WA08_00103 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA10_00032 	Rubiaceae;Cruciata; 	Rubiaceae;Galium	Rubiaceae;Galium; 	Rubiaceae;Galium; 	Fabaceae;Hedysarum; 	Lentibulariaceae;Pinguicula;
P001_WA11_00078 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Apiaceae;Bupleurum;
P001_WA12_00053 	Asteraceae;Matricaria; 	Asteraceae;Artemisia	Asteraceae;Leucanthemopsis; 	Asteraceae;Anthemis; 	Asteraceae;Artemisia; 	Asteraceae;Achillea;
P001_WB01_00104 	Brassicaceae;Arabis; 	Poaceae;Phyllostachys	Poaceae;Sesleria; 	Poaceae;Alopecurus; 	Poaceae;Hierochloe; 	Poaceae;Agrostis;
P001_WB01_00140 	Brassicaceae;Arabis; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P001_WB01_00170 	Brassicaceae;Arabis; 	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus;
P001_WB01_00290 	Brassicaceae;Arabis; 	Brassicaceae;Arabis	Brassicaceae;Draba; 	Brassicaceae;Draba; 	Brassicaceae;Draba; 	Brassicaceae;Arabis;
P001_WB02_00123 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WB02_00234 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P001_WB03_00041 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WB04_00039 	Betulaceae;Betula; 	Betulaceae;Betula	Betulaceae;Betula; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
