locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WG11_00001	tRNA	74				tRNA-Thr(ggt)
P002_WG11_00002	tRNA	75				tRNA-Glu(ttc)
P002_WG11_00003	tRNA	86				tRNA-Tyr(gta)
P002_WG11_00004	tRNA	77				tRNA-Asp(gtc)
P002_WG11_00005	CDS	105	psbM			photosystem II protein M
P002_WG11_00006	tRNA	71				tRNA-Cys(gca)
P002_WG11_00007	CDS	3345	rpoB			RNA polymerase beta subunit
P002_WG11_00008	CDS	459	rpoC1_1			RNA polymerase beta' subunit
P002_WG11_00009	CDS	1308	rpoC1_2			RNA polymerase beta' subunit
P002_WG11_00010	CDS	2142	rpoC2_1			RNA polymerase beta'' subunit
P002_WG11_00011	CDS	2049	rpoC2_2			RNA polymerase beta'' subunit
P002_WG11_00012	CDS	723	rps2			ribosomal protein S2
P002_WG11_00013	CDS	744	atpI			ATP synthase CF0 subunit IV
P002_WG11_00014	CDS	246	atpH			ATP synthase CF0 subunit III
P002_WG11_00015	CDS	171	atpF_1			ATP synthase CF0 subunit I
P002_WG11_00016	CDS	273				hypothetical protein
P002_WG11_00017	CDS	477	atpF_2			ATP synthase CF0 subunit I
P002_WG11_00018	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P002_WG11_00019	tRNA	72				tRNA-Arg(tct)
P002_WG11_00020	tRNA	88				tRNA-Ser(gct)
P002_WG11_00021	CDS	111	psbI			Photosystem II reaction center protein I
P002_WG11_00022	CDS	195	psbK			photosystem II protein K
P002_WG11_00023	tRNA	72				tRNA-Gln(ttg)
P002_WG11_00024	CDS	1533	matK			maturase K
P002_WG11_00025	tRNA	73				tRNA-Met(cat)
P002_WG11_00026	CDS	171				hypothetical protein
P002_WG11_00027	CDS	186				hypothetical protein
P002_WG11_00028	tRNA	73				tRNA-Met(cat)
P002_WG11_00029	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P002_WG11_00030	CDS	1497	atpB			ATP synthase CF1 beta subunit
P002_WG11_00031	CDS	1437	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WG11_00032	CDS	240				hypothetical protein
P002_WG11_00033	CDS	1425	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WG11_00034	CDS	114	psaI			photosystem I subunit VIII
P002_WG11_00035	CDS	183				hypothetical protein
P002_WG11_00036	CDS	147				hypothetical protein
P002_WG11_00037	CDS	555	ycf4			photosystem I assembly protein Ycf4
P002_WG11_00038	CDS	687	cemA			envelope membrane protein
P002_WG11_00039	CDS	963	petA			cytochrome f
P002_WG11_00040	CDS	123	psbJ			photosystem II protein J
P002_WG11_00041	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P002_WG11_00042	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WG11_00043	tRNA	74				tRNA-Trp(cca)
P002_WG11_00044	tRNA	75				tRNA-Pro(tgg)
P002_WG11_00045	CDS	231	psaJ			Photosystem I reaction center subunit IX
P002_WG11_00046	CDS	306	rps18			ribosomal protein S18
P002_WG11_00047	CDS	354	rpl20			ribosomal protein L20
P002_WG11_00048	CDS	246				hypothetical protein
P002_WG11_00049	CDS	282	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WG11_00050	CDS	315	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WG11_00051	CDS	399	rpl22			ribosomal protein L22
P002_WG11_00052	CDS	657	rps3			ribosomal protein S3
P002_WG11_00053	CDS	360	rpl16			ribosomal protein L16
P002_WG11_00054	CDS	369	rpl14			ribosomal protein L14
P002_WG11_00055	CDS	405	rps8			ribosomal protein S8
P002_WG11_00056	CDS	417	rps11			ribosomal protein S11
P002_WG11_00057	CDS	1020	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P002_WG11_00058	CDS	540	petD			cytochrome b6/f complex subunit IV
P002_WG11_00059	CDS	489	petB			cytochrome b6
P002_WG11_00060	CDS	222	psbH			photosystem II phosphoprotein
P002_WG11_00061	CDS	1203	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WG11_00062	CDS	792	psbA			photosystem II protein D1
P002_WG11_00063	tRNA	75				tRNA-His(gtg)
P002_WG11_00064	CDS	1062	psbD			photosystem II protein D2
P002_WG11_00065	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P002_WG11_00066	tRNA	90				tRNA-Ser(tga)
P002_WG11_00067	CDS	333				hypothetical protein
P002_WG11_00068	tRNA	72				tRNA-Gly(gcc)
P002_WG11_00069	tRNA	75				tRNA-Met(cat)
P002_WG11_00070	CDS	258	rps14			ribosomal protein S14
P002_WG11_00071	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WG11_00072	CDS	2253	psaA			photosystem I P700 apoprotein A1
P002_WG11_00073	CDS	249	ycf3			hypothetical chloroplast RF34
P002_WG11_00074	CDS	183				hypothetical protein
P002_WG11_00075	tRNA	88				tRNA-Ser(gga)
P002_WG11_00076	CDS	606	rps4			ribosomal protein S4
P002_WG11_00077	tRNA	75				tRNA-Thr(tgt)
P002_WG11_00078	tRNA	74				tRNA-Phe(gaa)
P002_WG11_00079	CDS	480	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WG11_00080	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WG11_00081	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WG11_00082	CDS	117				hypothetical protein
P002_WG11_00083	CDS	279	rps19			ribosomal protein S19
P002_WG11_00084	CDS	498	rpl2_1			ribosomal protein L2
P002_WG11_00085	CDS	162				hypothetical protein
P002_WG11_00086	CDS	408	rpl2_2			ribosomal protein L2
P002_WG11_00087	CDS	282	rpl23			ribosomal protein L23
P002_WG11_00088	tRNA	75				tRNA-Met(cat)
P002_WG11_00089	CDS	6858				hypothetical protein
P002_WG11_00090	tRNA	83				tRNA-Leu(caa)
P002_WG11_00091	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
