locus_tag	ftype	length_bp	gene	EC_number	COG	product
P004_WD02_00001	CDS	498	rpl2_1			ribosomal protein L2
P004_WD02_00002	CDS	402	rpl2_2			ribosomal protein L2
P004_WD02_00003	CDS	282	rpl23			ribosomal protein L23
P004_WD02_00004	tRNA	75				tRNA-Met(cat)
P004_WD02_00005	CDS	6642				hypothetical protein
P004_WD02_00006	tRNA	83				tRNA-Leu(caa)
P004_WD02_00007	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P004_WD02_00008	CDS	111				hypothetical protein
P004_WD02_00009	CDS	795	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P004_WD02_00010	CDS	468	rps7			ribosomal protein S7
P004_WD02_00011	tRNA	72				tRNA-Val(gac)
P004_WD02_00012	rRNA	1487				16S ribosomal RNA
P004_WD02_00013	CDS	246				hypothetical protein
P004_WD02_00014	CDS	114				hypothetical protein
P004_WD02_00015	rRNA	3006				23S ribosomal RNA
P004_WD02_00016	tRNA	75				tRNA-Arg(acg)
P004_WD02_00017	CDS	225				hypothetical protein
P004_WD02_00018	tRNA	74				tRNA-Asn(gtt)
P004_WD02_00019	CDS	225				hypothetical protein
P004_WD02_00020	CDS	279	rps19			ribosomal protein S19
P004_WD02_00021	CDS	462	rpl22			ribosomal protein L22
P004_WD02_00022	CDS	657	rps3			ribosomal protein S3
P004_WD02_00023	CDS	360	rpl16			ribosomal protein L16
P004_WD02_00024	CDS	369	rpl14			ribosomal protein L14
P004_WD02_00025	CDS	405	rps8			ribosomal protein S8
P004_WD02_00026	CDS	234	infA			translational initiation factor 1
P004_WD02_00027	CDS	411	rps11			ribosomal protein S11
P004_WD02_00028	CDS	1008	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P004_WD02_00029	CDS	525	petD			cytochrome b6/f complex subunit IV
P004_WD02_00030	CDS	489	petB			cytochrome b6
P004_WD02_00031	CDS	153				hypothetical protein
P004_WD02_00032	CDS	222	psbH			photosystem II phosphoprotein
P004_WD02_00033	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P004_WD02_00034	CDS	315	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P004_WD02_00035	CDS	231				hypothetical protein
P004_WD02_00036	CDS	222	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P004_WD02_00037	CDS	381	rpl20			ribosomal protein L20
P004_WD02_00038	CDS	306	rps18			ribosomal protein S18
P004_WD02_00039	CDS	135	psaJ			photosystem I subunit IX
P004_WD02_00040	tRNA	76				tRNA-Pro(tgg)
P004_WD02_00041	tRNA	74				tRNA-Trp(cca)
P004_WD02_00042	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P004_WD02_00043	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P004_WD02_00044	CDS	123	psbJ			photosystem II protein J
P004_WD02_00045	CDS	957	petA			cytochrome f
P004_WD02_00046	CDS	690	cemA			envelope membrane protein
P004_WD02_00047	CDS	324				hypothetical protein
P004_WD02_00048	CDS	651	ycf4			photosystem I assembly protein Ycf4
P004_WD02_00049	CDS	1518	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P004_WD02_00050	CDS	1458	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P004_WD02_00051	CDS	1488	atpB			ATP synthase CF1 beta subunit
P004_WD02_00052	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P004_WD02_00053	tRNA	73				tRNA-Met(cat)
P004_WD02_00054	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P004_WD02_00055	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P004_WD02_00056	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P004_WD02_00057	tRNA	74				tRNA-Phe(gaa)
P004_WD02_00058	CDS	174				hypothetical protein
P004_WD02_00059	tRNA	75				tRNA-Thr(tgt)
P004_WD02_00060	CDS	606	rps4			ribosomal protein S4
P004_WD02_00061	tRNA	89				tRNA-Ser(gga)
P004_WD02_00062	CDS	135	ycf3_1			hypothetical chloroplast RF34
P004_WD02_00063	CDS	249	ycf3_2			hypothetical chloroplast RF34
P004_WD02_00064	CDS	2253	psaA			photosystem I P700 apoprotein A1
P004_WD02_00065	CDS	2205	psaB			photosystem I P700 apoprotein A2
P004_WD02_00066	CDS	330	rps14			ribosomal protein S14
P004_WD02_00067	tRNA	74				tRNA-Met(cat)
P004_WD02_00068	tRNA	72				tRNA-Gly(gcc)
P004_WD02_00069	CDS	189	psbZ			photosystem II protein Z
P004_WD02_00070	CDS	225				hypothetical protein
P004_WD02_00071	tRNA	83				tRNA-Ser(tga)
P004_WD02_00072	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P004_WD02_00073	CDS	1062	psbD			photosystem II protein D2
P004_WD02_00074	tRNA	72				tRNA-Arg(tct)
P004_WD02_00075	CDS	1527	atpA			ATP synthase CF1 alpha subunit
P004_WD02_00076	CDS	375	atpF_1			ATP synthase CF0 subunit I
P004_WD02_00077	CDS	171	atpF_2			ATP synthase CF0 subunit I
P004_WD02_00078	CDS	246	atpH			ATP synthase CF0 subunit III
P004_WD02_00079	CDS	744	atpI			ATP synthase CF0 subunit IV
P004_WD02_00080	CDS	711	rps2			ribosomal protein S2
P004_WD02_00081	CDS	4131	rpoC2			RNA polymerase beta'' subunit
P004_WD02_00082	CDS	1491	rpoC1_1			RNA polymerase beta' subunit
P004_WD02_00083	CDS	459	rpoC1_2			RNA polymerase beta' subunit
P004_WD02_00084	CDS	3183	rpoB			RNA polymerase beta subunit
P004_WD02_00085	tRNA	72				tRNA-Glu(ttc)
P004_WD02_00086	tRNA	87				tRNA-Tyr(gta)
P004_WD02_00087	tRNA	77				tRNA-Asp(gtc)
P004_WD02_00088	CDS	90	petN			cytochrome b6/f complex subunit VII
P004_WD02_00089	tRNA	72				tRNA-Cys(gca)
P004_WD02_00090	tRNA	88				tRNA-Ser(gct)
P004_WD02_00091	CDS	111	psbI			Photosystem II reaction center protein I
P004_WD02_00092	CDS	189	psbK			photosystem II protein K
P004_WD02_00093	tRNA	72				tRNA-Gln(ttg)
P004_WD02_00094	CDS	162	rps16			ribosomal protein S16
P004_WD02_00095	CDS	264				hypothetical protein
P004_WD02_00096	CDS	1521	matK			maturase K
P004_WD02_00097	CDS	954	psbA			photosystem II protein D1
P004_WD02_00098	tRNA	75				tRNA-His(gtg)
P004_WD02_00099	CDS	135				hypothetical protein
P004_WD02_00100	CDS	2226	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P004_WD02_00101	tRNA	80				tRNA-Leu(tag)
P004_WD02_00102	CDS	1521	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P004_WD02_00103	CDS	246	psaC			photosystem I subunit VII
P004_WD02_00104	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P004_WD02_00105	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P004_WD02_00106	CDS	501	ndhI			NADH-plastoquinone oxidoreductase subunit I
P004_WD02_00107	CDS	471	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P004_WD02_00108	CDS	567	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P004_WD02_00109	CDS	1236	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P004_WD02_00110	CDS	279	rps15			ribosomal protein S15
P004_WD02_00111	CDS	4677				hypothetical protein
