locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WD03_00001	tRNA	75				tRNA-Met(cat)
P001_WD03_00002	CDS	105				hypothetical protein
P001_WD03_00003	CDS	612				hypothetical protein
P001_WD03_00004	CDS	279				hypothetical protein
P001_WD03_00005	CDS	396				hypothetical protein
P001_WD03_00006	tRNA	83				tRNA-Leu(caa)
P001_WD03_00007	CDS	615	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WD03_00008	CDS	849	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WD03_00009	CDS	471	rps7			ribosomal protein S7
P001_WD03_00010	CDS	159				hypothetical protein
P001_WD03_00011	CDS	339				hypothetical protein
P001_WD03_00012	tRNA	72				tRNA-Val(gac)
P001_WD03_00013	rRNA	1487				16S ribosomal RNA
P001_WD03_00014	CDS	225				hypothetical protein
P001_WD03_00015	CDS	237				hypothetical protein
P001_WD03_00016	rRNA	3076				23S ribosomal RNA
P001_WD03_00017	tRNA	75				tRNA-Arg(acg)
P001_WD03_00018	tRNA	74				tRNA-Asn(gtt)
P001_WD03_00019	CDS	114				hypothetical protein
P001_WD03_00020	CDS	273	rps15			ribosomal protein S15
P001_WD03_00021	CDS	156	ndhH_1			NADH-plastoquinone oxidoreductase subunit 7
P001_WD03_00022	CDS	171				hypothetical protein
P001_WD03_00023	CDS	2220	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WD03_00024	CDS	165				hypothetical protein
P001_WD03_00025	tRNA	80				tRNA-Leu(tag)
P001_WD03_00026	CDS	960	ccsA			cytochrome c heme attachment protein
P001_WD03_00027	CDS	1503	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WD03_00028	CDS	246	psaC			photosystem I subunit VII
P001_WD03_00029	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WD03_00030	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WD03_00031	CDS	543	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WD03_00032	CDS	426	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WD03_00033	CDS	564	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WD03_00034	CDS	1140	ndhH_2			NADH-plastoquinone oxidoreductase subunit 7
P001_WD03_00035	rRNA	1097				23S ribosomal RNA (partial)
P001_WD03_00036	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WD03_00037	CDS	153	psbF			Cytochrome b559 subunit beta
P001_WD03_00038	CDS	117	psbL			photosystem II protein L
P001_WD03_00039	CDS	123	psbJ			photosystem II protein J
P001_WD03_00040	CDS	237				hypothetical protein
P001_WD03_00041	CDS	963	petA			cytochrome f
P001_WD03_00042	CDS	693	cemA			envelope membrane protein
P001_WD03_00043	CDS	558	ycf4			photosystem I assembly protein Ycf4
P001_WD03_00044	CDS	111	psaI			photosystem I subunit VIII
P001_WD03_00045	CDS	216				hypothetical protein
P001_WD03_00046	CDS	216	rps19			ribosomal protein S19
P001_WD03_00047	tRNA	75				tRNA-His(gtg)
P001_WD03_00048	CDS	498	rpl2			ribosomal protein L2
P001_WD03_00049	CDS	1062	psbA			photosystem II protein D1
P001_WD03_00050	CDS	1536	matK			maturase K
P001_WD03_00051	CDS	240				hypothetical protein
