locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WD02_00001	CDS	498	rpl2_1			ribosomal protein L2
P003_WD02_00002	CDS	402	rpl2_2			ribosomal protein L2
P003_WD02_00003	CDS	282	rpl23			ribosomal protein L23
P003_WD02_00004	tRNA	75				tRNA-Met(cat)
P003_WD02_00005	CDS	6840				hypothetical protein
P003_WD02_00006	CDS	234				hypothetical protein
P003_WD02_00007	tRNA	83				tRNA-Leu(caa)
P003_WD02_00008	CDS	789	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WD02_00009	CDS	792	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WD02_00010	CDS	468	rps7			ribosomal protein S7
P003_WD02_00011	CDS	381				hypothetical protein
P003_WD02_00012	tRNA	72				tRNA-Val(gac)
P003_WD02_00013	rRNA	1487				16S ribosomal RNA
P003_WD02_00014	CDS	219				hypothetical protein
P003_WD02_00015	CDS	231				hypothetical protein
P003_WD02_00016	CDS	234				hypothetical protein
P003_WD02_00017	rRNA	3011				23S ribosomal RNA
P003_WD02_00018	tRNA	75				tRNA-Arg(acg)
P003_WD02_00019	tRNA	74				tRNA-Asn(gtt)
P003_WD02_00020	CDS	279	rps19			ribosomal protein S19
P003_WD02_00021	CDS	483	rpl22			ribosomal protein L22
P003_WD02_00022	CDS	657	rps3			ribosomal protein S3
P003_WD02_00023	CDS	249	rpl16			ribosomal protein L16
P003_WD02_00024	CDS	369	rpl14			ribosomal protein L14
P003_WD02_00025	CDS	405	rps8			ribosomal protein S8
P003_WD02_00026	CDS	417	rps11			ribosomal protein S11
P003_WD02_00027	CDS	984	rpoA			RNA polymerase alpha subunit
P003_WD02_00028	CDS	525	petD			cytochrome b6/f complex subunit IV
P003_WD02_00029	CDS	489	petB			cytochrome b6
P003_WD02_00030	CDS	273	psbH			photosystem II phosphoprotein
P003_WD02_00031	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P003_WD02_00032	CDS	339	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P003_WD02_00033	CDS	327	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P003_WD02_00034	CDS	237				hypothetical protein
P003_WD02_00035	CDS	354	rpl20			ribosomal protein L20
P003_WD02_00036	CDS	306	rps18			ribosomal protein S18
P003_WD02_00037	CDS	201	rpl33			ribosomal protein L33
P003_WD02_00038	CDS	135	psaJ			photosystem I subunit IX
P003_WD02_00039	tRNA	76				tRNA-Pro(tgg)
P003_WD02_00040	tRNA	74				tRNA-Trp(cca)
P003_WD02_00041	CDS	96	petL			cytochrome b6/f complex subunit VI
P003_WD02_00042	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P003_WD02_00043	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P003_WD02_00044	CDS	963	petA			cytochrome f
P003_WD02_00045	CDS	690	cemA			envelope membrane protein
P003_WD02_00046	CDS	555	ycf4			photosystem I assembly protein Ycf4
P003_WD02_00047	CDS	174				hypothetical protein
P003_WD02_00048	CDS	132				hypothetical protein
P003_WD02_00049	CDS	1464	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P003_WD02_00050	CDS	1530	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P003_WD02_00051	CDS	1641	atpB			ATP synthase CF1 beta subunit
P003_WD02_00052	CDS	399	atpE			ATP synthase CF1 epsilon subunit
P003_WD02_00053	tRNA	73				tRNA-Met(cat)
P003_WD02_00054	CDS	282				hypothetical protein
P003_WD02_00055	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P003_WD02_00056	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P003_WD02_00057	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P003_WD02_00058	tRNA	73				tRNA-Phe(gaa)
P003_WD02_00059	CDS	105				hypothetical protein
P003_WD02_00060	tRNA	75				tRNA-Thr(tgt)
P003_WD02_00061	CDS	606	rps4			ribosomal protein S4
P003_WD02_00062	tRNA	89				tRNA-Ser(gga)
P003_WD02_00063	CDS	141	ycf3_1			hypothetical chloroplast RF34
P003_WD02_00064	CDS	249	ycf3_2			hypothetical chloroplast RF34
P003_WD02_00065	CDS	2253	psaA			photosystem I P700 apoprotein A1
P003_WD02_00066	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WD02_00067	CDS	213				hypothetical protein
P003_WD02_00068	tRNA	75				tRNA-Met(cat)
P003_WD02_00069	tRNA	72				tRNA-Gly(gcc)
P003_WD02_00070	CDS	231	psbZ			photosystem II protein Z
P003_WD02_00071	tRNA	93				tRNA-Ser(tga)
P003_WD02_00072	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
