locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WG07_00001	CDS	366	ndhF_1			NADH-plastoquinone oxidoreductase subunit 5
P003_WG07_00002	CDS	279	ndhF_2			NADH-plastoquinone oxidoreductase subunit 5
P003_WG07_00003	CDS	171				hypothetical protein
P003_WG07_00004	CDS	246				hypothetical protein
P003_WG07_00005	tRNA	74				tRNA-Phe(gaa)
P003_WG07_00006	rRNA	445				16S ribosomal RNA (partial)
P003_WG07_00007	rRNA	1111				16S ribosomal RNA (partial)
P003_WG07_00008	tRNA	72				tRNA-Val(gac)
P003_WG07_00009	CDS	219				hypothetical protein
P003_WG07_00010	CDS	384				hypothetical protein
P003_WG07_00011	CDS	243				hypothetical protein
P003_WG07_00012	CDS	465				hypothetical protein
P003_WG07_00013	CDS	174	psbI			Photosystem II reaction center protein I
P003_WG07_00014	tRNA	88				tRNA-Ser(gct)
P003_WG07_00015	tRNA	72				tRNA-Arg(tct)
P003_WG07_00016	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P003_WG07_00017	CDS	453	atpF_1			ATP synthase CF0 subunit I
P003_WG07_00018	CDS	138				hypothetical protein
P003_WG07_00019	CDS	171	atpF_2			ATP synthase CF0 subunit I
P003_WG07_00020	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WG07_00021	CDS	747	atpI			ATP synthase CF0 subunit IV
P003_WG07_00022	CDS	711	rps2			ribosomal protein S2
P003_WG07_00023	CDS	690	rpoC2			RNA polymerase beta'' subunit
P003_WG07_00024	tRNA	73				tRNA-Gln(ttg)
P003_WG07_00025	CDS	168				hypothetical protein
P003_WG07_00026	CDS	267				hypothetical protein
P003_WG07_00027	CDS	162	rps16			ribosomal protein S16
P003_WG07_00028	CDS	237				hypothetical protein
P003_WG07_00029	CDS	270				hypothetical protein
P003_WG07_00030	CDS	1536	matK			maturase K
P003_WG07_00031	CDS	951	psbA			photosystem II protein D1
P003_WG07_00032	tRNA	75				tRNA-His(gtg)
P003_WG07_00033	rRNA	1487				16S ribosomal RNA
P003_WG07_00034	CDS	183				hypothetical protein
P003_WG07_00035	CDS	201				hypothetical protein
P003_WG07_00036	CDS	690	cemA			envelope membrane protein
P003_WG07_00037	CDS	351				hypothetical protein
P003_WG07_00038	CDS	555	ycf4			photosystem I assembly protein Ycf4
P003_WG07_00039	CDS	111	psaI			photosystem I subunit VIII
P003_WG07_00040	CDS	372	accD_1	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
P003_WG07_00041	CDS	1137	accD_2	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P003_WG07_00042	CDS	1434	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P003_WG07_00043	CDS	1554	atpB			ATP synthase CF1 beta subunit
P003_WG07_00044	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P003_WG07_00045	tRNA	73				tRNA-Met(cat)
P003_WG07_00046	CDS	354	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P003_WG07_00047	CDS	525	ndhK			NADH-plastoquinone oxidoreductase subunit K
P003_WG07_00048	tRNA	74				tRNA-Phe(gaa)
P003_WG07_00049	CDS	228				hypothetical protein
P003_WG07_00050	tRNA	75				tRNA-Thr(tgt)
P003_WG07_00051	CDS	606	rps4			ribosomal protein S4
P003_WG07_00052	tRNA	87				tRNA-Ser(gga)
P003_WG07_00053	CDS	171				hypothetical protein
P003_WG07_00054	CDS	249	ycf3			hypothetical chloroplast RF34
P003_WG07_00055	CDS	2253	psaA			photosystem I P700 apoprotein A1
P003_WG07_00056	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WG07_00057	CDS	303	rps14			ribosomal protein S14
P003_WG07_00058	tRNA	75				tRNA-Met(cat)
P003_WG07_00059	tRNA	72				tRNA-Gly(gcc)
P003_WG07_00060	CDS	189	psbZ			photosystem II protein Z
P003_WG07_00061	tRNA	93				tRNA-Ser(tga)
P003_WG07_00062	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WG07_00063	CDS	1062	psbD			photosystem II protein D2
P003_WG07_00064	CDS	252				hypothetical protein
P003_WG07_00065	tRNA	74				tRNA-Thr(ggt)
P003_WG07_00066	tRNA	73				tRNA-Glu(ttc)
P003_WG07_00067	tRNA	86				tRNA-Tyr(gta)
P003_WG07_00068	tRNA	77				tRNA-Asp(gtc)
P003_WG07_00069	CDS	207				hypothetical protein
P003_WG07_00070	CDS	90	petN			cytochrome b6/f complex subunit VII
P003_WG07_00071	CDS	222				hypothetical protein
P003_WG07_00072	tRNA	71				tRNA-Cys(gca)
P003_WG07_00073	CDS	3213	rpoB			RNA polymerase beta subunit
P003_WG07_00074	CDS	438	rpoC1_1			RNA polymerase beta' subunit
P003_WG07_00075	CDS	1581	rpoC1_2			RNA polymerase beta' subunit
P003_WG07_00076	CDS	123	psbJ			photosystem II protein J
P003_WG07_00077	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P003_WG07_00078	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P003_WG07_00079	CDS	156	petG			Cytochrome b6-f complex subunit 5
P003_WG07_00080	tRNA	74				tRNA-Trp(cca)
P003_WG07_00081	tRNA	76				tRNA-Pro(tgg)
