locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WG05_00001	CDS	279	rps19			ribosomal protein S19
P003_WG05_00002	CDS	462	rpl22			ribosomal protein L22
P003_WG05_00003	CDS	657	rps3			ribosomal protein S3
P003_WG05_00004	CDS	360	rpl16			ribosomal protein L16
P003_WG05_00005	CDS	369	rpl14			ribosomal protein L14
P003_WG05_00006	CDS	405	rps8			ribosomal protein S8
P003_WG05_00007	CDS	234	infA			translational initiation factor 1
P003_WG05_00008	CDS	114	rpl36			ribosomal protein L36
P003_WG05_00009	CDS	411	rps11			ribosomal protein S11
P003_WG05_00010	CDS	1008	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P003_WG05_00011	CDS	525	petD			cytochrome b6/f complex subunit IV
P003_WG05_00012	CDS	489	petB			cytochrome b6
P003_WG05_00013	CDS	417				hypothetical protein
P003_WG05_00014	CDS	165				hypothetical protein
P003_WG05_00015	CDS	222	psbH			photosystem II phosphoprotein
P003_WG05_00016	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P003_WG05_00017	CDS	315	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P003_WG05_00018	CDS	222	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P003_WG05_00019	CDS	381	rpl20			ribosomal protein L20
P003_WG05_00020	CDS	306	rps18			ribosomal protein S18
P003_WG05_00021	CDS	201	rpl33			ribosomal protein L33
P003_WG05_00022	CDS	135	psaJ			photosystem I subunit IX
P003_WG05_00023	tRNA	76				tRNA-Pro(tgg)
P003_WG05_00024	tRNA	74				tRNA-Trp(cca)
P003_WG05_00025	CDS	114	petG			cytochrome b6/f complex subunit V
P003_WG05_00026	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P003_WG05_00027	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P003_WG05_00028	CDS	123	psbJ			photosystem II protein J
P003_WG05_00029	CDS	963	petA			cytochrome f
P003_WG05_00030	CDS	690	cemA			envelope membrane protein
P003_WG05_00031	CDS	297				hypothetical protein
P003_WG05_00032	CDS	555	ycf4			photosystem I assembly protein Ycf4
P003_WG05_00033	CDS	228				hypothetical protein
P003_WG05_00034	CDS	1503	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P003_WG05_00035	CDS	1458	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P003_WG05_00036	CDS	294				hypothetical protein
P003_WG05_00037	CDS	1479	atpB			ATP synthase CF1 beta subunit
P003_WG05_00038	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P003_WG05_00039	tRNA	73				tRNA-Met(cat)
P003_WG05_00040	CDS	165				hypothetical protein
P003_WG05_00041	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P003_WG05_00042	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P003_WG05_00043	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P003_WG05_00044	tRNA	74				tRNA-Phe(gaa)
